UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT
2400058,01,3,1,1,1,1,2,2,1,1,,363,06055,256,U,1,2,24
2400058,02,2,2,1,1,2,1,2,2,1,,363,06055,256,U,1,2,24
2400058,03,2,1,1,1,1,1,2,5,2,3,363,06055,256,U,1,2,24
2400058,04,1,1,1,1,2,2,2,1,1,,363,06055,256,U,1,2,24
2400064,01,3,1,1,1,1,1,1,3,1,,403,06056,257,U,1,3,24
2400064,03,2,1,1,1,1,1,1,5,1,,403,06056,257,U,1,3,24
2400064,04,2,2,1,1,1,1,2,6,1,,403,06056,257,U,1,3,24
2400081,01,3,1,1,1,1,2,2,1,1,,442,06057,257,U,1,3,24
2400081,02,2,1,1,1,1,1,1,2,1,,442,06057,257,U,1,3,24
2400081,03,2,1,1,1,1,1,2,2,1,,442,06057,257,U,1,3,24
2400081,04,2,1,1,1,1,1,1,4,1,,442,06057,257,U,1,3,24
2400081,05,1,2,2,2,2,2,2,2,1,,442,06057,257,U,1,3,24
2400105,01,2,1,1,1,1,1,1,3,1,,519,06058,256,U,1,2,24
2400105,02,1,2,1,1,1,2,2,2,1,,519,06058,256,U,1,2,24
2400105,03,2,1,1,1,1,2,2,5,1,,519,06058,256,U,1,2,24
2400105,05,3,1,1,1,2,1,2,1,1,,519,06058,256,U,1,2,24
2400124,01,3,1,1,1,1,1,1,4,1,,417,06059,256,U,1,2,24
2400124,02,2,2,2,1,1,1,1,2,1,,417,06059,256,U,1,2,24
2400124,03,3,1,1,1,1,1,1,7,1,,417,06059,256,U,1,2,24
2400124,04,2,1,1,1,1,1,1,10,1,,417,06059,256,U,1,2,24
2400178,01,3,1,1,1,1,1,1,4,1,,456,06060,257,U,1,3,24
2400178,03,3,1,1,1,1,1,1,2,1,,456,06060,257,U,1,3,24
2400178,04,3,1,1,1,1,1,1,1,1,,456,06060,257,U,1,3,24
2400178,05,1,2,1,1,2,2,2,1,1,,456,06060,257,U,1,3,24
2400185,01,3,1,1,1,1,1,1,4,1,,416,06061,256,U,1,2,24
2400185,02,2,1,1,1,1,1,2,1,1,,416,06061,256,U,1,2,24
2400185,03,2,1,1,1,1,2,2,1,1,,416,06061,256,U,1,2,24
2400185,04,2,2,1,1,1,1,2,3,1,,416,06061,256,U,1,2,24
2400185,05,3,1,1,1,1,2,2,3,1,,416,06061,256,U,1,2,24
2400190,01,3,1,1,1,1,1,2,3,1,,488,06062,257,U,1,3,24
2400190,02,3,1,1,1,1,1,1,3,1,,488,06062,257,U,1,3,24
2400190,03,3,1,1,1,1,1,2,2,1,,488,06062,257,U,1,3,24
2400190,05,3,1,1,1,1,1,1,2,1,,488,06062,257,U,1,3,24
2400191,01,3,1,1,1,1,1,1,3,1,,438,06063,257,U,1,3,24
2400191,02,3,1,1,1,2,2,2,1,1,,438,06063,257,U,1,3,24
2400191,03,3,1,1,1,1,1,1,2,1,,438,06063,257,U,1,3,24
2400191,05,3,1,1,1,1,1,2,5,1,,438,06063,257,U,1,3,24
2400234,02,2,1,1,1,1,1,1,5,1,,593,06064,256,U,1,2,24
2400234,03,2,1,1,1,1,1,2,3,1,,593,06064,256,U,1,2,24
2400234,04,3,1,1,1,1,1,2,5,1,,593,06064,256,U,1,2,24
2400234,05,3,1,1,1,2,1,2,2,1,,593,06064,256,U,1,2,24
2400235,01,2,1,1,1,1,1,2,7,1,,404,06065,257,U,1,3,24
2400235,02,3,1,1,1,1,1,1,1,1,,404,06065,257,U,1,3,24
2400235,03,3,1,1,1,1,1,1,5,1,,404,06065,257,U,1,3,24
2400235,04,3,1,1,1,1,1,2,2,1,,404,06065,257,U,1,3,24
2400235,05,3,1,1,1,1,1,1,4,1,,404,06065,257,U,1,3,24
2400240,01,2,1,1,1,1,1,1,3,1,,656,06066,256,U,1,2,24
2400240,02,3,1,1,1,1,1,1,2,1,,656,06066,256,U,1,2,24
2400240,03,3,1,1,1,1,1,1,4,1,,656,06066,256,U,1,2,24
2400240,04,3,1,1,1,1,1,2,1,1,,656,06066,256,U,1,2,24
2400240,05,2,4,2,1,2,2,2,1,1,,656,06066,256,U,1,2,24
2400278,01,2,1,2,1,2,2,2,4,1,,380,06067,257,U,1,3,24
2400278,02,2,1,1,1,1,1,1,4,1,,380,06067,257,U,1,3,24
2400278,03,3,1,1,1,1,1,1,3,1,,380,06067,257,U,1,3,24
2400278,04,2,1,1,1,1,1,1,4,1,,380,06067,257,U,1,3,24
2400278,05,2,1,1,1,1,1,1,9,1,,380,06067,257,U,1,3,24
2400283,01,2,2,1,1,1,1,2,1,1,,502,06068,256,U,1,2,24
2400283,02,1,2,1,1,1,1,1,4,1,,502,06068,256,U,1,2,24
2400283,03,1,2,2,1,1,1,1,3,1,,502,06068,256,U,1,2,24
2400283,04,2,1,1,1,1,1,1,5,1,,502,06068,256,U,1,2,24
2400283,05,2,1,1,1,1,2,1,2,1,,502,06068,256,U,1,2,24
2400284,01,2,2,1,1,1,1,2,4,1,,450,06069,256,U,1,2,24
2400284,02,3,1,1,1,1,1,1,2,1,,450,06069,256,U,1,2,24
2400284,03,3,1,1,1,1,1,1,6,1,,450,06069,256,U,1,2,24
2400284,04,1,2,1,1,1,1,2,4,1,,450,06069,256,U,1,2,24
2400284,05,2,2,2,1,1,1,2,3,1,,450,06069,256,U,1,2,24
2400306,01,3,1,1,1,1,1,1,5,1,,532,06070,257,U,1,3,24
2400306,04,3,1,1,1,1,1,1,5,1,,532,06070,257,U,1,3,24
2400306,05,3,1,1,1,1,1,1,2,1,,532,06070,257,U,1,3,24
2400332,02,3,1,1,1,1,1,1,3,1,,423,06071,257,U,1,3,24
2400332,03,3,1,1,1,1,1,1,3,1,,423,06071,257,U,1,3,24
2400332,04,2,1,1,1,1,1,1,3,1,,423,06071,257,U,1,3,24
2400332,05,3,1,1,1,1,2,1,1,1,,423,06071,257,U,1,3,24
2400401,01,3,1,1,1,1,1,1,2,1,,422,06072,257,U,1,3,24
2400401,02,3,1,1,1,1,2,1,2,1,,422,06072,257,U,1,3,24
2400401,03,3,1,1,1,1,1,1,4,1,,422,06072,257,U,1,3,24
2400401,04,2,1,1,1,1,1,1,2,1,,422,06072,257,U,1,3,24
2400401,05,3,1,1,1,1,1,1,1,1,,422,06072,257,U,1,3,24
2400402,01,2,1,1,1,1,1,1,4,1,,413,06073,257,U,1,3,24
2400402,02,3,1,1,1,1,1,1,4,1,,413,06073,257,U,1,3,24
2400402,03,3,1,1,1,1,1,1,3,1,,413,06073,257,U,1,3,24
2400402,04,3,1,1,1,1,1,1,5,1,,413,06073,257,U,1,3,24
2400402,05,2,1,1,1,1,1,1,4,1,,413,06073,257,U,1,3,24
2400479,01,3,1,1,1,1,1,1,4,1,,478,06074,258,U,1,4,24
2400479,03,3,1,1,1,1,1,1,3,1,,478,06074,258,U,1,4,24
2400479,04,3,1,1,1,1,1,2,1,1,,478,06074,258,U,1,4,24
2400479,05,3,1,1,1,1,1,1,2,1,,478,06074,258,U,1,4,24
2400483,01,2,1,1,1,2,2,2,2,1,,412,06075,257,U,1,3,24
2400483,02,2,1,1,1,1,1,2,6,1,,412,06075,257,U,1,3,24
2400483,03,3,1,1,1,1,1,2,5,1,,412,06075,257,U,1,3,24
2400483,05,3,1,1,1,1,1,2,2,1,,412,06075,257,U,1,3,24
2400498,01,3,1,1,1,1,1,2,3,1,,345,06076,257,U,1,3,24
2400498,02,3,1,1,1,1,1,1,4,1,,345,06076,257,U,1,3,24
2400498,04,3,1,1,1,1,1,1,1,1,,345,06076,257,U,1,3,24
2400498,05,3,1,1,1,1,1,1,1,1,,345,06076,257,U,1,3,24
2400505,01,2,1,1,1,1,2,2,3,1,,483,06077,256,U,1,2,24
2400505,02,3,2,1,1,1,2,2,8,1,,483,06077,256,U,1,2,24
2400505,03,3,1,1,1,1,1,1,3,1,,483,06077,256,U,1,2,24
2400505,04,2,1,1,1,1,1,1,8,1,,483,06077,256,U,1,2,24
2400505,05,3,1,1,1,1,1,2,5,1,,483,06077,256,U,1,2,24
2400514,01,3,1,1,1,1,1,2,2,1,,373,06078,257,U,1,3,24
2400514,02,3,1,1,1,1,1,1,5,1,,373,06078,257,U,1,3,24
2400514,04,3,1,1,1,2,2,1,1,1,,373,06078,257,U,1,3,24
2400514,05,3,1,1,1,1,1,2,4,1,,373,06078,257,U,1,3,24
2400535,01,3,1,1,1,1,1,1,2,1,,498,06079,258,U,1,4,24
2400535,02,3,1,1,1,1,1,1,4,1,,498,06079,258,U,1,4,24
2400535,03,3,1,1,1,1,1,1,2,1,,498,06079,258,U,1,4,24
2400535,04,3,1,1,1,1,2,2,2,1,,498,06079,258,U,1,4,24
2400535,05,3,1,1,1,1,1,2,2,1,,498,06079,258,U,1,4,24
2400553,01,3,1,1,1,1,1,1,2,1,,538,06080,257,U,1,3,24
2400553,02,3,1,1,1,1,1,1,4,1,,538,06080,257,U,1,3,24
2400553,03,3,1,1,1,1,1,1,4,1,,538,06080,257,U,1,3,24
2400553,04,3,1,1,1,1,1,1,5,1,,538,06080,257,U,1,3,24
2400559,01,3,1,1,1,1,1,1,3,1,,363,06081,257,U,1,3,24
2400559,02,3,1,1,1,1,1,1,4,1,,363,06081,257,U,1,3,24
2400559,03,3,1,1,1,1,1,1,4,1,,363,06081,257,U,1,3,24
2400559,04,2,1,1,1,1,1,1,2,1,,363,06081,257,U,1,3,24
2400575,01,3,1,1,1,1,1,2,7,1,,429,06082,257,U,1,3,24
2400575,02,2,1,1,1,2,2,2,6,1,,429,06082,257,U,1,3,24
2400575,03,2,1,1,1,1,2,2,1,1,,429,06082,257,U,1,3,24
2400575,04,3,1,1,1,2,2,2,1,1,,429,06082,257,U,1,3,24
2400575,05,3,1,1,1,1,1,2,5,1,,429,06082,257,U,1,3,24
2400582,01,3,1,1,1,1,1,1,1,1,,383,06083,257,U,1,3,24
2400582,02,3,1,1,1,1,1,1,2,1,,383,06083,257,U,1,3,24
2400582,03,3,1,1,1,1,2,1,1,1,,383,06083,257,U,1,3,24
2400582,04,3,1,1,1,1,1,2,2,1,,383,06083,257,U,1,3,24
2400582,05,2,1,1,1,1,1,2,1,1,,383,06083,257,U,1,3,24
2400636,01,3,1,1,1,1,1,1,4,1,,423,06084,256,U,1,2,24
2400636,02,3,1,1,1,1,1,2,2,1,,423,06084,256,U,1,2,24
2400636,03,3,1,1,1,1,1,1,2,1,,423,06084,256,U,1,2,24
2400636,05,2,1,1,1,1,1,2,8,1,,423,06084,256,U,1,2,24
2400640,01,2,1,1,1,1,1,2,3,1,,436,06085,256,U,1,2,24
2400640,02,3,1,1,1,1,1,1,8,1,,436,06085,256,U,1,2,24
2400640,04,3,1,1,1,1,2,2,2,1,,436,06085,256,U,1,2,24
2400640,05,2,1,1,1,1,1,2,4,1,,436,06085,256,U,1,2,24
2400644,01,3,1,1,1,1,2,2,2,1,,504,06086,256,U,1,2,24
2400644,02,3,1,1,1,1,1,1,4,1,,504,06086,256,U,1,2,24
2400644,04,3,1,1,1,1,1,1,3,1,,504,06086,256,U,1,2,24
2400644,05,2,1,1,1,1,1,2,2,1,,504,06086,256,U,1,2,24
2400671,01,3,1,1,1,1,2,2,2,1,,419,06087,256,U,1,2,24
2400671,02,2,1,1,1,1,1,2,6,1,,419,06087,256,U,1,2,24
2400671,03,2,1,1,1,1,1,2,5,1,,419,06087,256,U,1,2,24
2400671,04,2,1,1,1,1,1,1,3,1,,419,06087,256,U,1,2,24
2400671,05,3,1,1,1,1,1,1,2,1,,419,06087,256,U,1,2,24
2400674,01,3,1,1,1,1,1,2,4,1,,376,06088,256,U,1,2,24
2400674,02,2,1,1,1,1,2,2,2,1,,376,06088,256,U,1,2,24
2400674,03,2,1,1,1,1,1,1,4,1,,376,06088,256,U,1,2,24
2400674,04,3,1,1,1,1,1,1,4,1,,376,06088,256,U,1,2,24
2400674,05,2,1,1,1,1,1,2,1,1,,376,06088,256,U,1,2,24
2400675,01,1,1,1,1,1,2,2,2,1,,417,06089,256,U,1,2,24
2400675,02,2,1,1,1,1,2,2,4,1,,417,06089,256,U,1,2,24
2400675,03,3,1,1,1,1,1,1,5,1,,417,06089,256,U,1,2,24
2400675,04,2,1,1,1,1,1,2,3,1,,417,06089,256,U,1,2,24
2400675,05,2,1,1,1,1,1,2,4,1,,417,06089,256,U,1,2,24
2400684,01,3,1,1,1,1,1,1,6,1,,615,06090,256,U,1,2,24
2400684,02,2,1,1,1,1,1,1,4,1,,615,06090,256,U,1,2,24
2400684,03,3,5,1,1,1,1,1,3,1,,615,06090,256,U,1,2,24
2400684,04,2,1,1,1,1,1,2,3,1,,615,06090,256,U,1,2,24
2400684,05,2,5,1,1,1,2,2,4,1,,615,06090,256,U,1,2,24
2400694,02,3,1,1,1,1,1,1,6,1,,419,06091,257,U,1,3,24
2400694,03,3,1,1,1,1,1,1,3,1,,419,06091,257,U,1,3,24
2400694,04,3,1,1,1,1,1,2,5,1,,419,06091,257,U,1,3,24
2400694,05,3,1,1,1,1,1,1,3,1,,419,06091,257,U,1,3,24
2400698,01,3,1,1,1,1,1,2,4,1,,398,06092,257,U,1,3,24
2400698,02,3,1,1,1,1,1,1,2,1,,398,06092,257,U,1,3,24
2400698,03,3,1,1,1,1,1,2,1,1,,398,06092,257,U,1,3,24
2400698,04,3,1,1,1,1,1,2,2,1,,398,06092,257,U,1,3,24
2400698,05,3,1,1,1,1,1,1,4,1,,398,06092,257,U,1,3,24
2400702,01,3,1,1,1,1,1,1,2,1,,414,06093,257,U,1,3,24
2400702,02,1,1,1,1,1,1,1,2,1,,414,06093,257,U,1,3,24
2400702,04,3,1,1,1,1,1,1,2,1,,414,06093,257,U,1,3,24
2400721,01,2,1,1,1,1,1,1,4,1,,506,06094,257,U,1,3,24
2400721,02,3,1,1,1,1,1,1,4,1,,506,06094,257,U,1,3,24
2400721,03,2,1,1,1,1,1,1,2,1,,506,06094,257,U,1,3,24
2400721,04,2,1,1,1,1,1,1,5,1,,506,06094,257,U,1,3,24
2400721,05,3,1,1,1,1,1,1,4,1,,506,06094,257,U,1,3,24
2400733,01,2,1,1,1,2,2,1,1,1,,409,06095,256,U,1,2,24
2400733,02,3,1,1,1,1,1,1,2,1,,409,06095,256,U,1,2,24
2400733,03,2,1,1,1,1,1,1,3,1,,409,06095,256,U,1,2,24
2400733,04,3,1,1,1,1,1,1,2,1,,409,06095,256,U,1,2,24
2400733,05,2,1,1,1,1,1,1,4,1,,409,06095,256,U,1,2,24
2400737,01,3,1,1,1,1,1,2,1,1,,412,06096,257,U,1,3,24
2400737,02,3,1,1,1,1,1,2,2,1,,412,06096,257,U,1,3,24
2400737,03,3,1,1,1,1,1,1,5,1,,412,06096,257,U,1,3,24
2400737,04,3,1,1,1,1,1,1,4,1,,412,06096,257,U,1,3,24
2400737,05,3,1,1,1,1,1,2,5,1,,412,06096,257,U,1,3,24
2400746,01,3,1,1,1,1,1,2,2,1,,426,06097,257,U,1,3,24
2400746,02,3,1,1,1,1,1,2,4,1,,426,06097,257,U,1,3,24
2400746,03,3,1,1,1,1,2,2,1,1,,426,06097,257,U,1,3,24
2400746,04,2,1,1,1,1,1,2,6,1,,426,06097,257,U,1,3,24
2400746,05,3,1,1,1,1,1,1,4,1,,426,06097,257,U,1,3,24
2400751,01,3,1,1,1,1,1,2,2,1,,368,06098,257,U,1,3,24
2400751,03,3,1,1,1,1,1,1,11,1,,368,06098,257,U,1,3,24
2400751,04,3,1,1,1,1,2,2,5,1,,368,06098,257,U,1,3,24
2400751,05,3,1,1,1,2,2,2,1,1,,368,06098,257,U,1,3,24
2400756,02,3,1,1,1,2,2,2,2,1,,391,06099,257,U,1,3,24
2400756,03,3,1,1,1,1,1,2,4,1,,391,06099,257,U,1,3,24
2400756,04,3,1,1,1,1,2,2,2,1,,391,06099,257,U,1,3,24
2400756,05,2,1,1,1,1,2,2,1,1,,391,06099,257,U,1,3,24
2400763,01,3,1,1,1,1,2,1,3,1,,464,06100,257,U,1,3,24
2400763,02,2,1,1,1,1,1,1,4,1,,464,06100,257,U,1,3,24
2400763,03,2,1,1,1,1,1,2,5,1,,464,06100,257,U,1,3,24
2400763,04,3,1,1,1,1,1,2,5,1,,464,06100,257,U,1,3,24
2400763,05,3,1,1,1,1,1,1,5,1,,464,06100,257,U,1,3,24
2400775,01,2,1,1,1,2,2,2,1,1,,355,06101,256,U,1,2,24
2400775,02,2,1,1,1,2,1,1,7,1,,355,06101,256,U,1,2,24
2400775,03,2,1,1,1,1,1,2,3,1,,355,06101,256,U,1,2,24
2400775,04,3,1,1,1,1,1,1,7,1,,355,06101,256,U,1,2,24
2400775,05,2,1,1,1,2,2,2,1,1,,355,06101,256,U,1,2,24
2400816,01,3,1,1,1,1,1,1,4,1,,472,06102,257,U,1,3,24
2400816,03,3,1,1,1,2,1,1,3,1,,472,06102,257,U,1,3,24
2400816,05,3,1,1,1,1,1,1,3,1,,472,06102,257,U,1,3,24
2400820,01,3,1,1,1,1,1,1,5,1,,496,06103,258,U,1,4,24
2400820,02,3,1,1,1,1,1,1,3,1,,496,06103,258,U,1,4,24
2400820,03,3,1,1,1,1,1,1,4,1,,496,06103,258,U,1,4,24
2400820,04,3,1,1,1,1,1,1,2,1,,496,06103,258,U,1,4,24
2400820,05,3,1,1,1,1,1,1,5,1,,496,06103,258,U,1,4,24
2400826,01,2,1,1,1,1,1,1,5,1,,425,06104,256,U,1,2,24
2400845,01,3,1,1,1,1,1,2,3,1,,403,06105,257,U,1,3,24
2400845,02,3,1,1,1,1,1,1,6,1,,403,06105,257,U,1,3,24
2400845,03,3,1,1,1,1,1,1,2,1,,403,06105,257,U,1,3,24
2400845,04,3,1,1,1,1,2,1,3,1,,403,06105,257,U,1,3,24
2400845,05,3,1,1,1,1,1,2,3,1,,403,06105,257,U,1,3,24
2400848,01,3,1,1,1,1,2,1,1,1,,442,06106,258,U,1,4,24
2400848,03,3,1,1,1,1,1,1,2,1,,442,06106,258,U,1,4,24
2400848,04,3,1,1,1,1,1,1,2,1,,442,06106,258,U,1,4,24
2400848,05,3,1,1,1,1,1,1,2,1,,442,06106,258,U,1,4,24
2400850,02,3,1,1,1,1,1,1,4,1,,420,06107,258,U,1,4,24
2400850,03,3,1,1,1,1,1,1,3,1,,420,06107,258,U,1,4,24
2400850,04,3,1,1,1,1,1,1,2,1,,420,06107,258,U,1,4,24
2400850,05,3,1,1,1,1,1,1,4,1,,420,06107,258,U,1,4,24
2400857,01,3,1,1,1,1,1,1,9,1,,390,06108,257,U,1,3,24
2400857,02,3,1,1,1,1,1,1,3,1,,390,06108,257,U,1,3,24
2400857,03,3,1,1,1,1,1,1,2,1,,390,06108,257,U,1,3,24
2400857,05,3,1,1,1,1,1,1,3,1,,390,06108,257,U,1,3,24
2400862,01,3,1,1,1,1,1,2,4,1,,406,06109,257,U,1,3,24
2400862,02,3,1,1,1,1,1,1,7,1,,406,06109,257,U,1,3,24
2400862,03,3,1,1,1,1,2,2,3,1,,406,06109,257,U,1,3,24
2400862,04,2,1,1,1,1,1,1,4,1,,406,06109,257,U,1,3,24
2400862,05,3,1,1,1,1,1,1,3,1,,406,06109,257,U,1,3,24
2400870,01,3,1,1,1,1,1,1,4,1,,449,06110,257,U,1,3,24
2400870,02,3,1,1,1,1,1,1,6,1,,449,06110,257,U,1,3,24
2400870,03,2,1,1,1,2,2,2,3,1,,449,06110,257,U,1,3,24
2400870,04,2,1,1,1,2,2,2,4,1,,449,06110,257,U,1,3,24
2400870,05,2,1,1,1,1,1,2,4,1,,449,06110,257,U,1,3,24
2400899,01,3,1,1,1,1,1,2,1,1,,400,06111,257,U,1,3,24
2400899,02,3,1,1,1,1,1,1,3,1,,400,06111,257,U,1,3,24
2400899,03,3,1,1,1,1,1,1,2,1,,400,06111,257,U,1,3,24
2400899,04,3,1,1,1,1,1,1,6,1,,400,06111,257,U,1,3,24
2400899,05,3,1,1,1,1,1,1,2,1,,400,06111,257,U,1,3,24
2400913,01,3,1,1,1,1,1,2,3,1,,476,06112,257,U,1,3,24
2400913,02,3,1,1,1,1,1,1,4,1,,476,06112,257,U,1,3,24
2400913,03,3,1,1,1,1,1,1,4,1,,476,06112,257,U,1,3,24
2400913,04,3,1,1,1,1,1,1,3,1,,476,06112,257,U,1,3,24
2400913,05,3,1,1,1,2,1,2,3,1,,476,06112,257,U,1,3,24
2400927,01,3,1,1,1,1,1,1,3,1,,416,06113,258,U,1,4,24
2400927,02,3,1,1,1,1,1,1,2,1,,416,06113,258,U,1,4,24
2400927,03,3,1,1,1,1,1,1,2,1,,416,06113,258,U,1,4,24
2400927,05,3,1,1,1,1,1,1,3,1,,416,06113,258,U,1,4,24
2400953,01,2,1,1,1,1,2,2,6,1,,415,06114,256,U,1,2,24
2400953,02,3,1,1,1,2,2,2,2,1,,415,06114,256,U,1,2,24
2400953,03,2,1,1,1,1,1,1,3,1,,415,06114,256,U,1,2,24
2400953,04,2,1,1,1,1,2,2,3,1,,415,06114,256,U,1,2,24
2400959,01,3,1,1,1,1,1,2,3,1,,734,06115,256,U,1,2,24
2400959,02,3,1,1,1,1,1,1,1,1,,734,06115,256,U,1,2,24
2400959,03,2,1,1,1,1,1,2,2,1,,734,06115,256,U,1,2,24
2400959,04,3,1,1,1,1,1,1,2,1,,734,06115,256,U,1,2,24
2400959,05,2,1,1,1,1,1,2,2,1,,734,06115,256,U,1,2,24
2400980,01,2,1,1,1,2,2,2,5,1,,474,06116,258,U,1,4,24
2400980,02,3,1,1,1,1,1,1,3,1,,474,06116,258,U,1,4,24
2400980,03,3,1,1,1,1,1,1,4,1,,474,06116,258,U,1,4,24
2400980,04,3,1,1,1,1,1,1,3,1,,474,06116,258,U,1,4,24
2400983,01,2,2,1,1,1,1,1,3,1,,658,06117,256,U,1,2,24
2400983,02,3,1,1,1,1,2,2,7,1,,658,06117,256,U,1,2,24
2400983,03,3,1,1,1,1,1,2,2,1,,658,06117,256,U,1,2,24
2400983,04,3,1,1,1,1,1,2,2,1,,658,06117,256,U,1,2,24
2400983,05,3,1,1,1,1,1,1,4,1,,658,06117,256,U,1,2,24
2401035,01,3,1,1,1,1,1,1,3,1,,408,06118,257,U,1,3,24
2401035,02,3,1,1,1,1,1,1,4,1,,408,06118,257,U,1,3,24
2401035,03,3,1,1,1,1,1,2,1,1,,408,06118,257,U,1,3,24
2401035,04,3,1,1,1,1,1,1,5,1,,408,06118,257,U,1,3,24
2401035,05,3,1,1,1,1,1,1,1,1,,408,06118,257,U,1,3,24
2401067,01,1,1,1,1,1,1,2,4,1,,463,06119,256,U,1,2,24
2401067,02,2,1,1,1,1,2,1,9,1,,463,06119,256,U,1,2,24
2401067,03,2,1,1,1,2,1,2,1,1,,463,06119,256,U,1,2,24
2401067,04,3,1,1,1,1,1,1,5,1,,463,06119,256,U,1,2,24
2401067,05,2,1,1,1,1,2,2,2,1,,463,06119,256,U,1,2,24
2401092,03,3,1,1,1,1,1,1,2,1,,505,06120,258,U,1,4,24
2401092,05,3,1,1,1,1,1,2,3,1,,505,06120,258,U,1,4,24
2401133,01,3,1,1,1,1,1,1,3,1,,463,06121,257,U,1,3,24
2401133,02,3,1,1,1,1,1,2,4,1,,463,06121,257,U,1,3,24
2401133,03,3,1,1,1,1,1,2,1,1,,463,06121,257,U,1,3,24
2401133,04,3,1,1,1,1,1,1,1,1,,463,06121,257,U,1,3,24
2401133,05,3,1,1,2,1,1,1,1,1,,463,06121,257,U,1,3,24
2401149,01,3,1,1,1,1,1,1,2,1,,411,06122,258,U,1,4,24
2401149,02,3,1,1,1,1,1,1,3,1,,411,06122,258,U,1,4,24
2401149,03,3,1,1,1,1,1,1,3,1,,411,06122,258,U,1,4,24
2401149,04,3,1,1,1,1,1,1,2,1,,411,06122,258,U,1,4,24
2401149,05,3,1,1,1,1,1,1,4,1,,411,06122,258,U,1,4,24
2401181,01,3,1,1,1,1,1,1,2,1,,541,06123,258,U,1,4,24
2401181,02,3,1,1,1,1,1,1,2,1,,541,06123,258,U,1,4,24
2401181,03,3,1,1,1,1,1,1,1,1,,541,06123,258,U,1,4,24
2401181,04,3,1,1,1,1,1,1,3,1,,541,06123,258,U,1,4,24
2401189,02,3,1,1,1,1,1,1,1,1,,528,06124,258,U,1,4,24
2401189,03,3,1,1,1,1,1,1,1,1,,528,06124,258,U,1,4,24
2401189,04,3,1,1,1,1,1,1,4,1,,528,06124,258,U,1,4,24
2401217,01,3,1,1,1,1,1,2,6,1,,488,06126,257,U,1,3,24
2401217,02,3,1,1,1,1,1,2,2,1,,488,06126,257,U,1,3,24
2401217,03,3,1,1,1,1,2,2,1,1,,488,06126,257,U,1,3,24
2401217,04,3,1,1,1,1,1,1,8,1,,488,06126,257,U,1,3,24
2401217,05,3,1,1,1,1,1,2,3,1,,488,06126,257,U,1,3,24
2401234,01,3,1,1,1,1,2,1,4,1,,497,06127,257,U,1,3,24
2401234,02,3,1,1,1,1,1,2,6,1,,497,06127,257,U,1,3,24
2401234,03,3,1,1,1,1,1,1,4,1,,497,06127,257,U,1,3,24
2401234,04,3,1,1,1,1,1,1,6,1,,497,06127,257,U,1,3,24
2401234,05,3,1,1,1,1,1,2,5,1,,497,06127,257,U,1,3,24
2401237,01,3,1,1,1,1,2,2,1,1,,451,06128,257,U,1,3,24
2401237,02,3,1,1,1,1,1,2,7,1,,451,06128,257,U,1,3,24
2401237,04,3,1,1,1,1,1,2,2,1,,451,06128,257,U,1,3,24
2401237,05,3,1,1,1,1,1,1,2,1,,451,06128,257,U,1,3,24
2401242,01,3,1,1,1,1,1,2,1,1,,482,06129,258,U,1,4,24
2401242,02,3,1,1,1,1,1,1,6,1,,482,06129,258,U,1,4,24
2401242,03,3,1,1,1,1,1,1,2,1,,482,06129,258,U,1,4,24
2401242,04,3,1,1,1,1,1,1,3,1,,482,06129,258,U,1,4,24
2401242,05,3,1,1,1,1,1,1,2,1,,482,06129,258,U,1,4,24
2401251,01,2,1,1,1,2,2,2,3,1,,436,06130,257,U,1,3,24
2401251,02,3,1,1,1,1,1,1,5,1,,436,06130,257,U,1,3,24
2401251,03,3,1,1,1,1,1,1,1,1,,436,06130,257,U,1,3,24
2401251,04,3,1,1,1,1,1,2,6,1,,436,06130,257,U,1,3,24
2401251,05,2,1,1,1,1,1,1,7,1,,436,06130,257,U,1,3,24
2401276,01,3,1,1,1,1,1,1,3,1,,425,06131,257,U,1,3,24
2401276,02,3,1,1,1,1,1,1,5,1,,425,06131,257,U,1,3,24
2401276,03,3,1,1,1,1,1,1,3,1,,425,06131,257,U,1,3,24
2401276,04,3,1,1,1,1,1,1,3,1,,425,06131,257,U,1,3,24
2401276,05,3,1,1,1,1,1,1,4,1,,425,06131,257,U,1,3,24
2401288,01,3,1,1,1,1,1,1,4,1,,372,06132,257,U,1,3,24
2401288,02,3,1,1,1,1,1,1,7,1,,372,06132,257,U,1,3,24
2401288,03,3,1,1,1,1,1,1,2,1,,372,06132,257,U,1,3,24
2401288,04,3,1,1,1,1,1,1,2,1,,372,06132,257,U,1,3,24
2401288,05,3,1,1,1,1,1,1,4,1,,372,06132,257,U,1,3,24
2401307,03,3,1,1,1,1,1,1,4,1,,477,06133,257,U,1,3,24
2401307,04,3,1,1,1,1,1,1,5,1,,477,06133,257,U,1,3,24
2401307,05,3,1,1,1,1,1,1,1,1,,477,06133,257,U,1,3,24
2401330,02,3,1,1,1,1,1,1,5,1,,403,06134,257,U,1,3,24
2401330,03,3,1,1,1,1,1,2,4,1,,403,06134,257,U,1,3,24
2401330,04,3,1,1,1,1,1,2,2,1,,403,06134,257,U,1,3,24
2401330,05,3,1,1,1,1,1,2,1,1,,403,06134,257,U,1,3,24
