,PAREN,SEXO,EDAD,P3_7,NIVEL,GRADO,P3_9_1,P3_9_2,P3_9_3,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT,code
191226,1,2,52,2.0,0.0,0.0,2.0,2.0,2.0,7766,312,R,4,1,30,306041015
191227,1,1,51,2.0,3.0,3.0,2.0,1.0,1.0,7766,312,R,4,1,30,306041016
191229,3,2,27,2.0,6.0,3.0,2.0,1.0,1.0,7766,312,R,4,1,30,306041017
191234,2,2,33,2.0,3.0,3.0,2.0,2.0,2.0,7766,312,R,4,1,30,306041018
191239,3,1,30,2.0,6.0,3.0,2.0,1.0,1.0,7766,312,R,4,1,30,306041019
191240,1,1,29,2.0,6.0,3.0,2.0,1.0,1.0,7766,312,R,4,1,30,306041020
191244,3,1,33,2.0,6.0,3.0,2.0,2.0,1.0,7767,312,R,4,1,30,30605501
191246,1,2,48,2.0,3.0,3.0,2.0,2.0,2.0,7767,312,R,4,1,30,30605503
191248,1,1,79,2.0,2.0,1.0,2.0,2.0,2.0,7767,312,R,4,1,30,30605504
191251,1,1,66,2.0,6.0,3.0,2.0,2.0,1.0,7767,312,R,4,1,30,30605505
191257,2,2,62,2.0,2.0,4.0,2.0,2.0,1.0,7767,312,R,4,1,30,30605506
191258,1,2,77,2.0,2.0,4.0,2.0,2.0,1.0,7767,312,R,4,1,30,30605507
191262,3,2,30,2.0,3.0,3.0,2.0,1.0,1.0,7767,312,R,4,1,30,30605508
191265,3,1,47,2.0,6.0,3.0,2.0,2.0,2.0,7767,312,R,4,1,30,306055010
191267,1,1,67,2.0,2.0,6.0,2.0,2.0,2.0,7767,312,R,4,1,30,306055011
191269,1,1,45,2.0,8.0,5.0,2.0,1.0,1.0,7767,312,R,4,1,30,306055012
191272,1,2,62,2.0,2.0,4.0,2.0,2.0,1.0,7767,312,R,4,1,30,306055013
191273,1,1,62,2.0,6.0,3.0,2.0,1.0,1.0,7767,312,R,4,1,30,306055014
191281,3,1,32,2.0,3.0,3.0,2.0,2.0,1.0,7767,312,R,4,1,30,306055015
191282,1,1,45,2.0,6.0,3.0,2.0,2.0,1.0,7767,312,R,4,1,30,306055016
191285,1,2,52,2.0,2.0,6.0,2.0,1.0,1.0,7767,312,R,4,1,30,306055017
191288,4,2,14,1.0,3.0,2.0,2.0,1.0,1.0,7767,312,R,4,1,30,306055018
191291,3,1,20,1.0,8.0,2.0,1.0,1.0,1.0,7767,312,R,4,1,30,306055019
191292,1,2,34,2.0,6.0,2.0,2.0,1.0,1.0,7768,312,R,4,1,30,30607301
191296,3,1,49,2.0,8.0,5.0,1.0,1.0,1.0,7768,312,R,4,1,30,30607302
191298,3,2,44,2.0,6.0,3.0,2.0,1.0,1.0,7768,312,R,4,1,30,30607303
191299,1,1,63,2.0,2.0,6.0,2.0,2.0,1.0,7768,312,R,4,1,30,30607304
191301,1,1,32,2.0,6.0,3.0,2.0,1.0,1.0,7768,312,R,4,1,30,30607305
191308,1,1,37,2.0,6.0,1.0,2.0,1.0,1.0,7768,312,R,4,1,30,30607306
191310,1,2,65,2.0,0.0,0.0,2.0,2.0,1.0,7768,312,R,4,1,30,30607307
191312,2,2,32,2.0,10.0,2.0,1.0,1.0,1.0,7768,312,R,4,1,30,30607308
191315,1,1,58,2.0,8.0,5.0,1.0,1.0,1.0,7768,312,R,4,1,30,30607309
191321,2,2,33,2.0,6.0,3.0,2.0,1.0,1.0,7768,312,R,4,1,30,306073010
191324,3,2,18,2.0,6.0,3.0,2.0,1.0,1.0,7768,312,R,4,1,30,306073011
191326,4,1,19,1.0,6.0,3.0,2.0,1.0,1.0,7768,312,R,4,1,30,306073012
191328,3,2,56,2.0,8.0,5.0,1.0,1.0,1.0,7768,312,R,4,1,30,306073013
191329,1,1,30,2.0,2.0,6.0,2.0,1.0,1.0,7768,312,R,4,1,30,306073014
191332,2,2,37,2.0,6.0,3.0,1.0,1.0,1.0,7768,312,R,4,1,30,306073015
191336,1,2,28,2.0,6.0,3.0,2.0,1.0,1.0,7768,312,R,4,1,30,306073016
191339,1,1,57,2.0,2.0,3.0,2.0,2.0,1.0,7768,312,R,4,1,30,306073018
191341,1,1,40,2.0,6.0,3.0,1.0,1.0,1.0,7768,312,R,4,1,30,306073020
191345,1,2,34,2.0,3.0,3.0,2.0,1.0,1.0,7769,312,R,4,1,30,30608341
191347,1,1,33,2.0,3.0,3.0,2.0,1.0,1.0,7769,312,R,4,1,30,30608342
191350,1,1,70,2.0,2.0,3.0,2.0,2.0,2.0,7769,312,R,4,1,30,30608343
191353,1,2,45,2.0,2.0,1.0,2.0,1.0,1.0,7769,312,R,4,1,30,30608344
191356,4,1,21,2.0,3.0,3.0,2.0,1.0,1.0,7769,312,R,4,1,30,30608345
191360,3,2,16,2.0,3.0,3.0,2.0,1.0,1.0,7769,312,R,4,1,30,30608346
191361,1,2,23,1.0,2.0,6.0,2.0,1.0,1.0,7769,312,R,4,1,30,30608347
191364,2,1,30,2.0,3.0,3.0,2.0,1.0,1.0,7769,312,R,4,1,30,30608348
191367,1,1,62,2.0,2.0,1.0,2.0,2.0,1.0,7769,312,R,4,1,30,306083410
191369,1,1,24,2.0,3.0,3.0,2.0,1.0,1.0,7769,312,R,4,1,30,306083411
191377,3,1,18,2.0,6.0,3.0,2.0,1.0,1.0,7769,312,R,4,1,30,306083412
191383,1,2,23,2.0,2.0,5.0,2.0,2.0,1.0,7769,312,R,4,1,30,306083413
191386,1,2,36,2.0,6.0,3.0,2.0,2.0,2.0,7769,312,R,4,1,30,306083415
191390,1,1,33,2.0,6.0,2.0,2.0,2.0,2.0,7769,312,R,4,1,30,306083416
191395,2,2,37,2.0,2.0,6.0,2.0,2.0,2.0,7769,312,R,4,1,30,306083417
191403,3,2,17,1.0,6.0,2.0,2.0,1.0,1.0,7769,312,R,4,1,30,306083418
191407,3,1,20,2.0,3.0,3.0,2.0,2.0,2.0,7769,312,R,4,1,30,306083419
191410,1,1,82,2.0,0.0,0.0,2.0,2.0,2.0,7769,312,R,4,1,30,306083420
191412,1,2,80,2.0,2.0,2.0,2.0,2.0,2.0,7770,312,R,4,1,30,30609561
191414,1,1,60,2.0,8.0,5.0,2.0,2.0,1.0,7770,312,R,4,1,30,30609562
191418,1,1,57,2.0,6.0,3.0,2.0,2.0,1.0,7770,312,R,4,1,30,30609563
191421,3,2,29,2.0,6.0,3.0,2.0,1.0,1.0,7770,312,R,4,1,30,30609564
191424,1,1,66,2.0,2.0,3.0,2.0,2.0,1.0,7770,312,R,4,1,30,30609565
191425,1,1,33,2.0,2.0,6.0,2.0,2.0,2.0,7770,312,R,4,1,30,30609566
191427,2,1,37,2.0,6.0,3.0,2.0,2.0,1.0,7770,312,R,4,1,30,30609567
191430,3,2,32,2.0,8.0,5.0,2.0,2.0,1.0,7770,312,R,4,1,30,30609568
191432,2,2,76,2.0,2.0,6.0,2.0,2.0,1.0,7770,312,R,4,1,30,30609569
191433,1,1,32,2.0,6.0,3.0,2.0,1.0,1.0,7770,312,R,4,1,30,306095610
191436,1,1,46,2.0,3.0,3.0,2.0,1.0,1.0,7770,312,R,4,1,30,306095611
191437,1,2,35,2.0,2.0,5.0,2.0,2.0,2.0,7770,312,R,4,1,30,306095612
191443,4,1,21,2.0,6.0,3.0,1.0,1.0,1.0,7770,312,R,4,1,30,306095613
191446,1,2,36,2.0,3.0,3.0,2.0,1.0,1.0,7770,312,R,4,1,30,306095614
191450,1,2,54,2.0,2.0,2.0,2.0,2.0,1.0,7770,312,R,4,1,30,306095615
191452,2,2,40,2.0,6.0,3.0,1.0,1.0,1.0,7770,312,R,4,1,30,306095616
191455,1,1,31,2.0,7.0,3.0,1.0,1.0,1.0,7770,312,R,4,1,30,306095617
191456,1,2,34,2.0,99.0,9.0,2.0,1.0,1.0,7770,312,R,4,1,30,306095618
191459,1,1,66,2.0,2.0,4.0,2.0,2.0,1.0,7771,313,R,4,2,30,30610481
191462,2,2,37,2.0,6.0,3.0,2.0,2.0,2.0,7771,313,R,4,2,30,30610482
191465,1,1,29,2.0,2.0,6.0,2.0,1.0,1.0,7771,313,R,4,2,30,30610483
191466,1,2,86,2.0,2.0,3.0,2.0,2.0,2.0,7771,313,R,4,2,30,30610484
191469,2,2,47,2.0,3.0,3.0,2.0,2.0,2.0,7771,313,R,4,2,30,30610485
191473,2,2,49,2.0,3.0,3.0,2.0,1.0,1.0,7771,313,R,4,2,30,30610486
191476,2,2,39,2.0,3.0,3.0,2.0,1.0,1.0,7771,313,R,4,2,30,30610487
191480,2,2,38,2.0,3.0,3.0,2.0,1.0,1.0,7771,313,R,4,2,30,30610488
191485,3,1,26,2.0,6.0,3.0,2.0,1.0,1.0,7771,313,R,4,2,30,306104810
191489,5,1,34,2.0,6.0,3.0,1.0,1.0,1.0,7771,313,R,4,2,30,306104811
191494,3,2,16,1.0,6.0,1.0,2.0,1.0,1.0,7771,313,R,4,2,30,306104812
191496,1,1,67,2.0,2.0,3.0,2.0,2.0,2.0,7771,313,R,4,2,30,306104813
191498,1,1,35,2.0,0.0,0.0,2.0,1.0,1.0,7771,313,R,4,2,30,306104814
191499,1,1,38,2.0,3.0,3.0,2.0,1.0,1.0,7771,313,R,4,2,30,306104815
191503,1,1,74,2.0,2.0,2.0,2.0,2.0,2.0,7771,313,R,4,2,30,306104816
191507,3,2,40,2.0,6.0,3.0,2.0,2.0,2.0,7771,313,R,4,2,30,306104817
191513,1,1,44,2.0,2.0,5.0,2.0,2.0,1.0,7771,313,R,4,2,30,306104818
191516,1,1,58,1.0,8.0,4.0,2.0,1.0,1.0,7771,313,R,4,2,30,306104819
191522,1,1,55,2.0,6.0,2.0,2.0,2.0,2.0,7771,313,R,4,2,30,306104820
191525,1,1,74,2.0,2.0,1.0,2.0,2.0,1.0,7772,312,R,4,1,30,30610511
191529,2,2,32,2.0,3.0,3.0,2.0,1.0,1.0,7772,312,R,4,1,30,30610512
191536,2,2,40,2.0,3.0,3.0,2.0,1.0,1.0,7772,312,R,4,1,30,30610514
191541,3,1,29,2.0,6.0,3.0,2.0,1.0,1.0,7772,312,R,4,1,30,30610515
191542,1,1,36,2.0,3.0,3.0,2.0,1.0,1.0,7772,312,R,4,1,30,30610516
191545,3,1,45,2.0,6.0,1.0,2.0,1.0,1.0,7772,312,R,4,1,30,30610517
191546,1,1,34,2.0,3.0,3.0,2.0,1.0,1.0,7772,312,R,4,1,30,30610518
191551,3,2,22,1.0,8.0,3.0,1.0,1.0,1.0,7772,312,R,4,1,30,30610519
191552,1,1,38,2.0,3.0,3.0,2.0,2.0,2.0,7772,312,R,4,1,30,306105110
191557,2,2,27,2.0,3.0,3.0,2.0,2.0,2.0,7772,312,R,4,1,30,306105111
191560,2,2,25,2.0,3.0,3.0,2.0,2.0,2.0,7772,312,R,4,1,30,306105112
191563,2,2,30,2.0,3.0,3.0,2.0,2.0,2.0,7772,312,R,4,1,30,306105113
191566,1,1,24,2.0,2.0,6.0,2.0,2.0,2.0,7772,312,R,4,1,30,306105114
191569,2,2,39,2.0,3.0,3.0,2.0,2.0,2.0,7772,312,R,4,1,30,306105115
191573,1,1,36,2.0,3.0,3.0,2.0,2.0,2.0,7772,312,R,4,1,30,306105116
191589,4,1,22,2.0,6.0,3.0,2.0,1.0,1.0,7772,312,R,4,1,30,306105117
191596,3,2,17,2.0,3.0,3.0,2.0,1.0,1.0,7772,312,R,4,1,30,306105118
191599,2,2,28,2.0,6.0,3.0,2.0,1.0,1.0,7772,312,R,4,1,30,306105119
191605,3,1,24,2.0,6.0,3.0,2.0,2.0,1.0,7773,312,R,4,1,30,30611281
191609,1,2,44,2.0,6.0,3.0,2.0,2.0,1.0,7773,312,R,4,1,30,30611283
191617,1,1,49,2.0,3.0,2.0,2.0,1.0,1.0,7773,312,R,4,1,30,30611284
191625,1,1,60,2.0,2.0,1.0,2.0,2.0,2.0,7773,312,R,4,1,30,30611285
191627,2,2,74,2.0,6.0,3.0,2.0,2.0,2.0,7773,312,R,4,1,30,30611286
191641,5,2,20,1.0,8.0,1.0,1.0,1.0,1.0,7773,312,R,4,1,30,30611287
191644,4,1,26,2.0,3.0,3.0,2.0,1.0,1.0,7773,312,R,4,1,30,30611288
191650,3,2,18,2.0,6.0,3.0,2.0,1.0,1.0,7773,312,R,4,1,30,30611289
191652,2,1,24,2.0,6.0,3.0,2.0,2.0,2.0,7773,312,R,4,1,30,306112810
191655,4,1,25,2.0,6.0,3.0,1.0,1.0,1.0,7773,312,R,4,1,30,306112811
191657,1,1,58,2.0,2.0,2.0,2.0,2.0,1.0,7773,312,R,4,1,30,306112812
191660,3,1,13,1.0,3.0,2.0,2.0,1.0,1.0,7773,312,R,4,1,30,306112813
191662,1,2,27,1.0,8.0,2.0,1.0,1.0,1.0,7773,312,R,4,1,30,306112814
191666,3,2,30,2.0,6.0,3.0,2.0,1.0,1.0,7773,312,R,4,1,30,306112815
191668,1,1,43,2.0,3.0,2.0,2.0,1.0,1.0,7773,312,R,4,1,30,306112816
191673,3,1,25,2.0,3.0,3.0,2.0,1.0,1.0,7773,312,R,4,1,30,306112817
191676,1,1,49,2.0,6.0,3.0,2.0,1.0,1.0,7773,312,R,4,1,30,306112818
191679,1,1,63,2.0,0.0,0.0,2.0,2.0,1.0,7773,312,R,4,1,30,306112820
191683,1,1,37,2.0,6.0,3.0,2.0,1.0,1.0,7774,312,R,4,1,30,30612091
191687,1,1,68,2.0,2.0,1.0,2.0,2.0,2.0,7774,312,R,4,1,30,30612092
191689,2,2,32,2.0,6.0,3.0,2.0,1.0,1.0,7774,312,R,4,1,30,30612093
191692,1,1,38,2.0,3.0,3.0,2.0,1.0,1.0,7774,312,R,4,1,30,30612094
191695,1,1,53,2.0,2.0,4.0,2.0,2.0,2.0,7774,312,R,4,1,30,30612095
191697,2,2,33,2.0,8.0,1.0,2.0,1.0,1.0,7774,312,R,4,1,30,30612096
191701,1,1,42,2.0,3.0,3.0,2.0,1.0,1.0,7774,312,R,4,1,30,30612097
191710,3,2,54,2.0,8.0,4.0,1.0,1.0,1.0,7774,312,R,4,1,30,30612098
191713,3,1,16,1.0,6.0,1.0,1.0,1.0,1.0,7774,312,R,4,1,30,30612099
191718,1,1,72,2.0,2.0,3.0,2.0,2.0,2.0,7774,312,R,4,1,30,306120910
191721,3,2,27,2.0,8.0,5.0,1.0,1.0,1.0,7774,312,R,4,1,30,306120911
191729,3,2,26,1.0,8.0,3.0,1.0,1.0,1.0,7774,312,R,4,1,30,306120912
191731,2,2,34,2.0,8.0,4.0,1.0,1.0,1.0,7774,312,R,4,1,30,306120913
191733,1,1,56,2.0,2.0,6.0,2.0,2.0,1.0,7774,312,R,4,1,30,306120915
191736,3,2,42,2.0,6.0,3.0,2.0,1.0,1.0,7774,312,R,4,1,30,306120916
191737,1,1,46,2.0,3.0,3.0,2.0,1.0,1.0,7774,312,R,4,1,30,306120917
191741,1,1,65,2.0,2.0,3.0,2.0,2.0,2.0,7774,312,R,4,1,30,306120918
191747,3,2,22,2.0,8.0,3.0,1.0,1.0,1.0,7774,312,R,4,1,30,306120919
191748,1,1,59,2.0,2.0,4.0,2.0,2.0,2.0,7774,312,R,4,1,30,306120920
191754,3,2,14,1.0,3.0,2.0,1.0,1.0,1.0,7775,312,R,4,1,30,30612541
191755,1,1,32,2.0,8.0,5.0,1.0,1.0,1.0,7775,312,R,4,1,30,30612542
191758,1,1,27,2.0,3.0,2.0,2.0,2.0,1.0,7775,312,R,4,1,30,30612543
191764,3,2,18,1.0,6.0,3.0,2.0,1.0,1.0,7775,312,R,4,1,30,30612544
191765,1,1,32,2.0,8.0,2.0,2.0,1.0,1.0,7775,312,R,4,1,30,30612545
191772,4,1,15,1.0,3.0,2.0,2.0,1.0,1.0,7775,312,R,4,1,30,30612546
191774,1,1,51,2.0,6.0,3.0,2.0,1.0,1.0,7775,312,R,4,1,30,30612547
191776,1,1,34,2.0,8.0,5.0,2.0,1.0,1.0,7775,312,R,4,1,30,30612548
191779,2,2,28,2.0,7.0,3.0,1.0,1.0,1.0,7775,312,R,4,1,30,30612549
191784,3,2,20,1.0,8.0,3.0,1.0,1.0,1.0,7775,312,R,4,1,30,306125410
191786,1,2,45,2.0,2.0,6.0,2.0,1.0,1.0,7775,312,R,4,1,30,306125411
191787,1,2,46,2.0,3.0,3.0,2.0,1.0,1.0,7775,312,R,4,1,30,306125412
191790,2,2,32,2.0,6.0,3.0,2.0,1.0,1.0,7775,312,R,4,1,30,306125413
191793,1,1,65,2.0,2.0,3.0,2.0,1.0,1.0,7775,312,R,4,1,30,306125414
191795,1,1,60,2.0,3.0,3.0,2.0,2.0,1.0,7775,312,R,4,1,30,306125415
191797,1,1,43,2.0,3.0,3.0,2.0,1.0,1.0,7775,312,R,4,1,30,306125416
191798,1,1,56,2.0,3.0,3.0,2.0,1.0,1.0,7775,312,R,4,1,30,306125417
191800,1,1,40,2.0,6.0,3.0,2.0,1.0,1.0,7775,312,R,4,1,30,306125418
191802,3,2,41,2.0,6.0,3.0,9.0,1.0,1.0,7775,312,R,4,1,30,306125419
191807,5,1,24,2.0,99.0,9.0,2.0,1.0,1.0,7775,312,R,4,1,30,306125420
191808,1,1,30,2.0,6.0,3.0,2.0,1.0,1.0,7775,312,R,4,1,30,306125421
191813,3,1,19,2.0,6.0,3.0,2.0,1.0,1.0,7775,312,R,4,1,30,306125422
191815,1,1,32,2.0,2.0,6.0,2.0,1.0,1.0,7776,312,R,4,1,30,30613841
191821,1,1,40,2.0,2.0,3.0,2.0,2.0,2.0,7776,312,R,4,1,30,30613842
191829,2,2,28,2.0,3.0,3.0,2.0,2.0,1.0,7776,312,R,4,1,30,30613843
191835,3,2,28,2.0,3.0,3.0,2.0,2.0,2.0,7776,312,R,4,1,30,30613844
191839,1,1,42,2.0,2.0,6.0,2.0,2.0,2.0,7776,312,R,4,1,30,30613845
191851,5,2,20,2.0,6.0,3.0,2.0,1.0,1.0,7776,312,R,4,1,30,30613846
191856,4,1,14,2.0,3.0,3.0,2.0,1.0,1.0,7776,312,R,4,1,30,30613847
191858,1,1,32,2.0,3.0,3.0,2.0,1.0,1.0,7776,312,R,4,1,30,30613848
191862,1,1,64,2.0,2.0,4.0,2.0,2.0,2.0,7776,312,R,4,1,30,30613849
191866,2,2,26,2.0,3.0,3.0,2.0,1.0,1.0,7776,312,R,4,1,30,306138410
191872,3,1,13,1.0,3.0,2.0,2.0,1.0,1.0,7776,312,R,4,1,30,306138411
191878,3,1,15,1.0,6.0,1.0,2.0,1.0,1.0,7776,312,R,4,1,30,306138412
191882,3,1,17,1.0,6.0,2.0,2.0,1.0,1.0,7776,312,R,4,1,30,306138413
191885,2,1,82,2.0,2.0,2.0,2.0,2.0,2.0,7776,312,R,4,1,30,306138414
191886,1,1,27,2.0,2.0,6.0,2.0,2.0,1.0,7776,312,R,4,1,30,306138415
191888,1,1,81,2.0,2.0,1.0,2.0,1.0,1.0,7776,312,R,4,1,30,306138416
191889,1,1,35,2.0,2.0,6.0,2.0,2.0,2.0,7776,312,R,4,1,30,306138418
191895,3,1,16,2.0,3.0,3.0,2.0,1.0,1.0,7776,312,R,4,1,30,306138419
191900,3,2,28,1.0,8.0,2.0,1.0,1.0,1.0,7777,312,R,4,1,30,30614541
191902,1,1,66,2.0,2.0,2.0,2.0,2.0,1.0,7777,312,R,4,1,30,30614542
191904,1,2,35,2.0,2.0,6.0,2.0,2.0,2.0,7777,312,R,4,1,30,30614543
191908,2,2,43,2.0,3.0,3.0,2.0,1.0,1.0,7777,312,R,4,1,30,30614545
191909,1,2,35,2.0,6.0,1.0,2.0,1.0,1.0,7777,312,R,4,1,30,30614546
191912,2,2,50,1.0,8.0,5.0,2.0,1.0,1.0,7777,312,R,4,1,30,30614549
191917,4,2,16,1.0,6.0,1.0,1.0,1.0,1.0,7777,312,R,4,1,30,306145413
191919,1,2,52,2.0,2.0,6.0,2.0,2.0,2.0,7777,312,R,4,1,30,306145414
191922,1,1,32,2.0,3.0,1.0,2.0,2.0,2.0,7777,312,R,4,1,30,306145415
191928,2,2,21,2.0,3.0,3.0,2.0,2.0,2.0,7777,312,R,4,1,30,306145416
191930,1,1,62,2.0,0.0,0.0,2.0,2.0,2.0,7777,312,R,4,1,30,306145417
191931,1,1,52,2.0,3.0,3.0,2.0,1.0,1.0,7777,312,R,4,1,30,306145418
191932,1,1,19,2.0,6.0,1.0,2.0,2.0,1.0,7777,312,R,4,1,30,306145419
191934,1,1,54,2.0,0.0,0.0,2.0,2.0,2.0,7778,312,R,4,1,30,30615891
191939,3,1,18,2.0,6.0,3.0,2.0,1.0,1.0,7778,312,R,4,1,30,30615892
191944,3,1,31,2.0,6.0,3.0,2.0,1.0,1.0,7778,312,R,4,1,30,30615893
191945,1,1,29,2.0,6.0,3.0,2.0,1.0,1.0,7778,312,R,4,1,30,30615894
191948,1,1,31,2.0,6.0,3.0,2.0,1.0,1.0,7778,312,R,4,1,30,30615895
191950,1,1,52,2.0,3.0,3.0,2.0,1.0,1.0,7778,312,R,4,1,30,30615896
191958,2,1,35,2.0,6.0,3.0,2.0,1.0,1.0,7778,312,R,4,1,30,30615897
191965,3,1,20,1.0,8.0,1.0,2.0,1.0,1.0,7778,312,R,4,1,30,30615898
191971,3,2,27,2.0,6.0,3.0,2.0,1.0,1.0,7778,312,R,4,1,30,30615899
191978,5,2,27,2.0,3.0,3.0,2.0,1.0,1.0,7778,312,R,4,1,30,306158910
191979,1,1,54,2.0,2.0,3.0,2.0,2.0,1.0,7778,312,R,4,1,30,306158911
191983,1,1,51,2.0,2.0,2.0,2.0,2.0,2.0,7778,312,R,4,1,30,306158913
191987,3,2,50,2.0,2.0,4.0,2.0,2.0,1.0,7778,312,R,4,1,30,306158914
191990,3,1,17,2.0,3.0,3.0,2.0,1.0,1.0,7778,312,R,4,1,30,306158915
191993,3,2,20,2.0,6.0,3.0,1.0,1.0,1.0,7778,312,R,4,1,30,306158916
191994,1,1,50,2.0,2.0,5.0,2.0,1.0,1.0,7778,312,R,4,1,30,306158917
191998,3,2,34,2.0,3.0,3.0,2.0,1.0,1.0,7778,312,R,4,1,30,306158918
192000,1,1,37,2.0,6.0,3.0,2.0,1.0,1.0,7778,312,R,4,1,30,306158919
192003,1,2,25,2.0,3.0,3.0,2.0,1.0,1.0,7778,312,R,4,1,30,306158920
192010,4,1,23,2.0,6.0,3.0,2.0,2.0,1.0,7779,312,R,4,1,30,30616851
192011,1,1,65,2.0,0.0,0.0,2.0,2.0,2.0,7779,312,R,4,1,30,30616852
192013,1,1,77,2.0,0.0,0.0,2.0,2.0,2.0,7779,312,R,4,1,30,30616853
192016,3,1,16,1.0,6.0,1.0,1.0,1.0,1.0,7779,312,R,4,1,30,30616854
192018,1,1,39,2.0,3.0,3.0,2.0,2.0,2.0,7779,312,R,4,1,30,30616855
192027,3,1,19,2.0,6.0,1.0,2.0,1.0,1.0,7779,312,R,4,1,30,30616856
192032,1,1,35,2.0,3.0,3.0,2.0,2.0,2.0,7779,312,R,4,1,30,30616857
192039,3,1,23,2.0,3.0,3.0,2.0,2.0,2.0,7779,312,R,4,1,30,30616858
192043,1,2,32,2.0,3.0,3.0,2.0,2.0,1.0,7779,312,R,4,1,30,306168510
192049,3,2,33,2.0,2.0,6.0,2.0,2.0,2.0,7779,312,R,4,1,30,306168511
192054,3,2,16,1.0,6.0,1.0,2.0,1.0,1.0,7779,312,R,4,1,30,306168512
192055,1,2,81,2.0,0.0,0.0,2.0,2.0,2.0,7779,312,R,4,1,30,306168513
192056,1,2,84,2.0,0.0,0.0,2.0,2.0,2.0,7779,312,R,4,1,30,306168514
192059,3,2,25,2.0,6.0,3.0,2.0,1.0,1.0,7779,312,R,4,1,30,306168515
192062,3,2,28,2.0,6.0,3.0,2.0,1.0,1.0,7779,312,R,4,1,30,306168516
192063,1,1,26,2.0,3.0,3.0,2.0,2.0,2.0,7779,312,R,4,1,30,306168517
192067,1,2,30,2.0,3.0,3.0,2.0,1.0,1.0,7779,312,R,4,1,30,306168518
192072,1,1,49,2.0,6.0,3.0,2.0,2.0,2.0,7779,312,R,4,1,30,306168520
192080,3,2,36,2.0,3.0,3.0,2.0,1.0,1.0,7780,312,R,4,1,30,30617171
192082,1,2,35,2.0,6.0,3.0,2.0,1.0,1.0,7780,312,R,4,1,30,30617172
192085,1,1,56,2.0,2.0,3.0,2.0,2.0,1.0,7780,312,R,4,1,30,30617173
192088,2,2,52,2.0,3.0,3.0,2.0,2.0,1.0,7780,312,R,4,1,30,30617174
192092,3,2,51,2.0,3.0,3.0,2.0,2.0,2.0,7780,312,R,4,1,30,30617175
192093,1,1,52,2.0,2.0,6.0,2.0,2.0,1.0,7780,312,R,4,1,30,30617176
192097,3,2,26,2.0,8.0,4.0,1.0,1.0,1.0,7780,312,R,4,1,30,30617177
192100,1,1,81,2.0,2.0,2.0,2.0,2.0,2.0,7780,312,R,4,1,30,30617178
192102,1,1,42,2.0,2.0,5.0,2.0,2.0,1.0,7780,312,R,4,1,30,30617179
192109,2,2,38,2.0,3.0,3.0,2.0,1.0,1.0,7780,312,R,4,1,30,306171710
192114,3,1,24,2.0,6.0,3.0,2.0,1.0,1.0,7780,312,R,4,1,30,306171711
192121,3,2,42,2.0,6.0,3.0,2.0,2.0,2.0,7780,312,R,4,1,30,306171712
192125,2,2,76,2.0,2.0,2.0,2.0,2.0,2.0,7780,312,R,4,1,30,306171713
192126,1,1,66,2.0,2.0,2.0,2.0,2.0,2.0,7780,312,R,4,1,30,306171714
192128,1,2,31,2.0,6.0,3.0,2.0,1.0,1.0,7780,312,R,4,1,30,306171715
192131,1,1,79,2.0,2.0,2.0,2.0,2.0,2.0,7780,312,R,4,1,30,306171716
192134,1,2,66,2.0,2.0,1.0,2.0,2.0,1.0,7780,312,R,4,1,30,306171717
192137,1,1,50,2.0,2.0,6.0,2.0,2.0,1.0,7780,312,R,4,1,30,306171718
192139,1,1,50,2.0,2.0,3.0,2.0,2.0,1.0,7780,312,R,4,1,30,306171719
192140,1,1,61,2.0,2.0,4.0,2.0,2.0,2.0,7780,312,R,4,1,30,306171720
192143,3,2,48,2.0,2.0,6.0,2.0,2.0,2.0,7781,312,R,4,1,30,30617741
192145,1,1,49,1.0,3.0,3.0,2.0,1.0,1.0,7781,312,R,4,1,30,30617742
192153,3,1,42,2.0,6.0,3.0,2.0,2.0,1.0,7781,312,R,4,1,30,30617743
192158,1,2,74,2.0,0.0,0.0,2.0,2.0,2.0,7781,312,R,4,1,30,30617744
192160,3,1,48,2.0,3.0,3.0,2.0,1.0,1.0,7781,312,R,4,1,30,30617745
192163,3,1,15,1.0,3.0,3.0,2.0,1.0,1.0,7781,312,R,4,1,30,30617746
192165,2,2,63,2.0,3.0,3.0,2.0,2.0,2.0,7781,312,R,4,1,30,30617747
192169,3,2,31,2.0,2.0,6.0,2.0,2.0,2.0,7781,312,R,4,1,30,30617749
192170,1,2,35,2.0,3.0,3.0,2.0,1.0,1.0,7781,312,R,4,1,30,306177410
192174,2,2,52,2.0,6.0,3.0,2.0,1.0,1.0,7781,312,R,4,1,30,306177411
192177,3,1,20,1.0,6.0,3.0,1.0,1.0,1.0,7781,312,R,4,1,30,306177412
192179,1,1,23,2.0,6.0,3.0,1.0,1.0,1.0,7781,312,R,4,1,30,306177413
192183,1,1,76,2.0,0.0,0.0,2.0,2.0,2.0,7781,312,R,4,1,30,306177414
192185,1,1,65,2.0,2.0,3.0,2.0,2.0,2.0,7781,312,R,4,1,30,306177415
192187,2,2,36,2.0,6.0,3.0,2.0,1.0,1.0,7781,312,R,4,1,30,306177417
192190,2,2,34,2.0,6.0,3.0,2.0,2.0,2.0,7781,312,R,4,1,30,306177418
192197,3,1,31,2.0,6.0,3.0,9.0,1.0,1.0,7781,312,R,4,1,30,306177419
