,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,ENT,code,HOGAR,P4_1_1,P4_1_2,P4_1_3,P4_1_4,P4_1_5,P4_1_6,P4_2_1,P4_2_2,P4_4
109,3,1,1,1,1,1,1,2,1,1,1001862,1,1,2,2,1,1,1,2,1,1
110,3,1,1,1,1,1,1,5,1,1,1001863,1,1,2,1,1,1,1,2,1,1
111,3,1,1,1,1,1,1,6,1,1,1001864,1,1,2,2,1,2,1,1,1,1
112,3,1,1,1,1,1,1,4,1,1,1001865,2,1,2,2,1,2,1,2,1,1
113,2,1,1,1,1,2,1,7,1,1,1001911,1,1,1,1,2,2,1,1,2,1
114,3,1,1,1,1,1,1,4,1,1,1001912,1,2,2,2,1,1,1,1,1,1
115,3,1,1,1,1,1,2,2,1,1,1001915,1,2,2,2,1,2,2,2,2,2
116,3,1,1,1,1,1,1,4,1,1,1002091,1,1,2,2,1,2,1,1,1,1
117,3,1,1,1,1,1,2,2,1,1,1002092,1,1,1,2,1,2,2,2,2,1
118,2,1,1,1,1,1,1,3,1,1,1002094,1,1,2,1,1,2,1,1,1,1
119,3,1,1,1,1,1,2,1,1,1,1002095,1,2,2,2,1,2,1,2,2,2
120,3,1,1,1,1,1,1,3,1,1,1002151,1,1,1,2,1,2,1,2,2,1
121,3,1,1,1,1,1,2,4,1,1,1002152,1,1,1,1,1,1,1,1,1,1
122,3,1,1,1,1,2,2,4,2,1,1002153,1,2,2,2,2,2,1,2,1,1
123,3,1,1,1,1,2,2,4,2,1,1002153,2,1,2,2,2,2,1,2,1,1
124,3,1,1,1,1,2,2,4,2,1,1002153,3,2,1,2,1,2,1,2,1,1
125,3,1,1,1,1,2,2,4,2,1,1002153,4,2,2,2,2,2,1,2,1,1
126,3,1,1,1,1,1,1,6,1,1,1002154,1,1,2,2,1,1,1,2,1,1
127,3,1,1,1,1,2,1,3,2,1,1002155,1,2,1,2,2,2,1,2,1,1
128,3,1,1,1,1,2,1,3,2,1,1002155,2,2,2,2,2,2,1,2,1,1
129,3,1,1,1,1,2,1,3,2,1,1002155,3,2,2,2,2,2,1,2,1,1
130,2,1,1,1,1,1,1,4,1,1,1002411,1,1,1,1,1,1,1,2,1,1
131,3,1,1,1,1,1,2,2,1,1,1002412,1,2,2,2,1,2,1,2,2,1
132,3,1,1,1,1,1,2,2,1,1,1002413,1,2,2,2,2,2,1,2,2,1
133,2,1,1,1,1,1,1,2,1,1,1002414,1,1,1,1,2,2,1,2,2,1
134,3,1,1,1,1,1,2,1,1,1,1002415,1,2,2,2,1,2,2,2,2,2
135,3,1,1,1,1,1,1,5,1,1,1002581,1,2,2,2,1,2,1,1,2,2
136,3,1,1,1,1,1,1,2,1,1,1002583,1,1,1,2,1,2,1,2,2,2
137,3,1,1,1,1,1,1,6,1,1,1002584,1,1,2,1,1,2,1,2,2,1
138,2,1,1,1,1,1,1,4,1,1,1002585,1,2,2,2,1,2,1,2,1,1
139,3,1,1,1,1,1,1,4,1,1,1002711,1,1,2,2,1,2,1,2,2,1
140,3,1,1,1,1,1,1,3,1,1,1002712,1,1,2,2,1,2,1,2,1,1
141,3,1,1,1,1,1,2,4,1,1,1002713,1,1,2,2,1,2,1,2,2,1
142,3,1,1,1,1,1,1,2,1,1,1002714,1,1,2,2,1,1,1,2,2,1
143,3,1,1,1,1,1,1,4,1,1,1002931,1,1,2,2,1,1,1,2,1,1
144,3,1,1,1,1,1,2,1,1,1,1002932,1,2,1,2,1,2,1,2,2,2
145,3,1,1,1,1,1,2,4,1,1,1002933,1,1,1,1,1,2,1,2,1,1
146,3,1,1,1,1,1,1,1,1,1,1002934,1,1,2,2,1,2,1,2,2,1
147,3,1,1,1,1,1,1,5,1,1,1002935,1,1,2,1,1,1,1,1,1,1
148,3,1,1,1,1,1,1,5,1,1,1003011,1,1,2,2,1,1,1,1,2,1
149,3,1,1,1,1,1,1,5,1,1,1003012,1,2,2,2,1,2,1,1,2,1
150,3,1,1,1,1,1,1,4,1,1,1003013,1,1,2,2,1,2,1,2,1,1
151,3,1,1,1,1,1,1,2,1,1,1003014,1,1,1,2,1,2,1,2,1,1
152,3,1,1,1,1,1,1,2,1,1,1003015,1,1,2,1,1,2,1,2,2,2
153,3,1,1,1,1,1,2,1,1,1,1003321,1,1,2,2,1,2,1,2,2,2
154,3,1,1,1,1,1,1,5,1,1,1003322,1,2,2,2,1,2,1,2,2,1
155,3,1,1,1,1,2,2,3,1,1,1003324,1,2,2,2,1,2,1,2,2,1
156,3,1,1,1,1,1,2,6,1,1,1003325,1,1,2,2,1,2,1,2,2,1
157,3,1,1,1,1,1,1,2,1,1,1003391,1,2,2,2,1,1,1,1,1,1
158,3,1,1,1,1,1,1,2,1,1,1003392,1,1,2,2,1,2,1,2,1,1
159,3,1,1,1,1,1,1,5,1,1,1003393,1,2,2,2,1,2,1,2,1,1
160,3,1,1,1,1,1,1,1,1,1,1003394,1,2,2,2,1,2,1,2,2,1
161,3,1,1,1,1,1,1,1,1,1,1003431,1,2,2,2,1,2,1,2,2,2
162,3,1,1,1,1,1,2,1,1,1,1003432,1,1,2,2,1,2,1,2,2,1
163,3,1,1,1,1,2,2,2,1,1,1003433,1,2,1,2,2,2,1,2,2,2
164,3,1,1,1,1,1,1,2,1,1,1003434,1,2,2,2,1,2,1,2,1,1
165,2,1,1,1,1,2,2,5,1,1,1003435,1,1,1,1,2,2,1,2,2,2
166,2,1,1,1,2,1,2,4,1,1,1003451,1,1,1,1,2,2,1,2,2,1
167,3,1,1,1,1,1,1,7,1,1,1003452,1,2,1,1,1,2,1,2,1,1
168,3,1,1,1,1,1,2,1,1,1,1003454,1,2,2,2,1,2,2,2,2,2
169,3,1,1,1,1,1,1,4,1,1,1003455,1,1,2,1,1,1,1,1,2,1
170,3,1,1,1,1,1,1,1,1,1,1003541,1,1,2,2,1,2,1,1,1,1
171,3,1,1,1,1,1,1,5,1,1,1003542,1,2,2,2,1,2,1,2,2,1
172,3,1,1,1,1,1,1,2,1,1,1003543,1,2,2,2,1,2,1,2,1,1
173,3,1,1,1,1,1,1,1,1,1,1003544,1,1,2,2,1,2,1,2,2,1
174,3,1,1,1,1,1,1,1,1,1,1003545,1,1,1,1,1,2,1,1,1,1
175,3,1,1,1,1,1,2,4,1,1,1003681,1,1,1,2,1,2,1,2,1,1
176,3,1,1,1,1,1,2,3,1,1,1003682,1,1,2,2,1,2,1,2,2,1
177,2,1,1,1,2,2,2,1,1,1,1003683,1,2,2,2,2,2,2,2,2,2
178,3,1,1,1,1,2,2,1,1,1,1003684,1,1,2,2,1,2,2,2,2,2
179,1,1,1,1,1,2,2,2,1,1,1003685,1,2,1,1,2,2,1,2,2,1
180,3,1,1,1,1,1,1,4,1,1,1003731,1,1,2,2,1,2,1,2,1,1
181,3,1,1,1,1,1,2,2,1,1,1003732,1,1,1,2,1,2,1,2,2,2
182,3,1,1,1,1,2,1,2,1,1,1003733,1,1,2,2,1,2,1,2,2,2
183,3,1,1,1,1,1,1,3,1,1,1003851,1,2,2,2,1,2,1,1,1,1
184,3,1,1,1,1,1,1,1,1,1,1003852,1,2,2,2,1,2,1,2,1,1
185,3,1,1,1,1,1,1,2,1,1,1003853,1,1,2,2,1,2,1,2,1,1
186,3,1,1,1,1,1,1,1,1,1,1003854,1,2,2,2,1,2,1,1,1,1
187,3,1,1,1,1,1,1,6,1,1,1003855,1,1,2,2,1,1,1,1,1,1
188,3,1,1,1,1,1,1,4,1,1,1003881,1,2,2,2,1,2,1,2,2,1
189,3,1,1,1,1,1,1,2,1,1,1003882,1,1,2,1,1,2,1,2,2,1
190,3,1,1,1,1,1,1,5,1,1,1003883,1,2,2,2,1,2,1,2,1,1
191,3,1,1,1,1,1,1,5,1,1,1003884,1,2,2,2,1,2,1,1,1,1
192,3,1,1,1,1,1,1,1,1,1,1003885,1,1,2,2,1,2,1,1,2,1
193,2,1,1,1,1,1,2,3,1,1,1004002,1,1,1,1,2,2,2,2,2,2
194,3,1,1,1,1,1,2,1,1,1,1004003,1,2,2,2,1,2,2,2,2,2
195,2,1,1,1,1,1,1,5,1,1,1004004,1,2,1,2,1,2,1,2,2,1
196,3,1,1,1,1,1,1,4,1,1,1004005,1,1,2,2,1,1,1,2,1,1
197,3,1,1,1,1,1,1,4,1,1,1004151,1,2,1,1,1,2,1,2,1,1
198,3,1,1,1,1,1,1,2,1,1,1004152,1,1,2,2,1,1,1,2,2,1
199,3,1,1,1,1,1,1,2,1,1,1004153,1,1,2,2,1,2,1,2,1,1
200,3,1,1,1,1,1,1,4,1,1,1004154,1,1,2,2,1,1,1,2,1,1
201,3,1,1,1,1,1,1,2,1,1,1004155,1,2,2,2,1,2,1,2,1,1
202,3,1,1,1,1,1,1,5,1,1,1004172,1,1,2,2,1,1,1,2,1,1
203,3,1,1,1,1,1,1,4,1,1,1004173,1,1,2,2,1,1,1,2,1,1
204,3,1,1,1,1,1,1,2,1,1,1004174,1,1,2,2,1,1,1,1,2,1
205,3,1,1,1,1,1,1,2,1,1,1004211,1,1,1,1,1,2,1,2,2,1
206,3,1,1,1,1,1,1,3,1,1,1004212,1,1,1,1,1,2,1,1,1,1
207,3,1,1,1,1,1,1,3,1,1,1004213,1,1,1,1,1,2,1,1,2,1
208,3,1,1,1,1,1,2,4,1,1,1004214,1,1,1,1,2,1,1,2,2,2
209,3,1,1,1,1,1,1,4,1,1,1004215,1,1,2,2,1,2,1,2,1,1
210,3,1,1,1,1,1,2,2,1,1,1004421,1,1,1,2,1,2,1,2,1,1
211,2,1,1,1,1,1,2,2,1,1,1004422,1,1,2,2,1,2,1,2,2,2
212,3,1,1,1,1,1,1,7,2,1,1004423,1,1,1,2,1,2,1,1,2,1
213,3,1,1,1,1,1,1,7,2,1,1004423,2,1,1,1,2,1,1,1,2,1
214,3,1,1,1,1,1,1,5,1,1,1004424,1,2,2,2,1,2,1,2,1,1
215,3,1,1,1,1,1,1,3,1,1,1004425,1,1,1,1,1,2,1,2,1,1
216,3,1,1,1,1,1,1,5,1,1,1004431,1,1,1,2,1,2,1,2,1,2
217,3,1,1,1,1,1,1,4,1,1,1004432,1,2,2,2,1,2,1,2,2,1
218,2,1,1,1,1,1,2,6,1,1,1004433,1,1,1,2,1,2,1,2,2,2
219,3,1,1,1,1,2,2,7,1,1,1004434,1,1,2,2,1,2,1,2,2,1
220,3,1,1,1,1,1,2,4,1,1,1004435,1,1,1,2,2,2,2,2,2,2
221,3,1,1,1,1,2,2,9,1,1,1004471,1,1,2,2,1,2,1,2,2,2
222,1,1,1,1,2,2,2,9,1,1,1004472,1,1,1,1,2,2,1,2,2,2
223,2,1,1,1,1,1,2,8,1,1,1004473,1,1,1,1,2,2,1,2,2,2
224,2,1,1,1,1,1,2,5,2,1,1004474,1,1,2,2,1,2,1,2,2,2
225,2,1,1,1,1,1,2,5,2,1,1004474,2,2,2,2,1,2,1,2,2,2
226,2,1,1,1,1,1,2,5,2,1,1004474,3,2,2,2,2,2,2,2,2,2
227,3,1,1,1,1,1,2,5,1,1,1004475,1,2,1,2,2,2,1,2,2,1
228,3,1,1,1,1,1,2,3,1,1,1004591,1,2,2,2,1,2,1,2,1,1
229,2,1,1,1,2,2,2,6,1,1,1004592,1,2,1,2,1,2,1,2,2,2
230,2,1,1,1,1,1,2,12,1,1,1004593,1,1,1,2,1,2,1,2,2,2
231,1,1,1,1,1,1,1,4,1,1,1004594,1,1,2,2,1,2,1,1,2,1
232,3,1,1,1,1,1,1,4,1,1,1004595,1,1,2,2,1,2,1,2,2,2
233,3,1,1,1,1,1,2,7,1,1,1004601,1,1,1,1,1,2,1,2,2,1
234,3,1,1,1,1,1,1,5,1,1,1004602,1,2,2,2,1,2,1,2,2,1
235,3,1,1,1,1,2,2,2,1,1,1004603,1,2,1,2,1,2,1,2,2,1
236,3,1,1,1,1,1,1,8,1,1,1004604,1,2,1,2,2,2,1,2,2,1
237,2,1,1,1,1,1,2,2,1,1,1004605,1,1,1,2,1,2,1,2,2,2
238,3,1,1,1,1,1,1,4,1,1,1004651,1,1,1,1,1,2,1,2,1,1
239,3,1,1,1,1,1,2,1,1,1,1004652,1,2,2,2,2,2,2,2,2,1
240,3,1,1,1,1,1,1,2,1,1,1004653,1,1,1,1,1,2,1,2,2,1
241,3,1,1,1,1,1,1,1,1,1,1004654,1,2,2,2,1,2,1,2,2,1
242,3,1,1,1,1,1,1,5,1,1,1004655,1,1,1,1,1,2,1,1,1,1
243,3,1,1,1,1,1,1,2,1,1,1004662,1,1,1,2,1,2,2,2,2,2
244,3,1,1,1,1,1,1,6,1,1,1004663,1,2,2,2,1,2,1,1,1,1
245,2,1,1,1,1,1,2,8,1,1,1004664,1,1,1,1,1,1,1,2,1,1
246,3,1,1,1,1,1,1,5,1,1,1004665,1,2,2,2,1,2,1,1,2,1
247,1,2,1,1,1,1,1,4,1,1,1004681,1,1,1,1,1,1,1,1,1,1
248,3,1,1,1,1,1,1,3,1,1,1004682,1,1,1,2,2,2,1,2,2,2
249,1,1,1,1,1,1,1,3,1,1,1004683,1,2,2,2,1,2,1,1,1,1
250,3,1,1,1,1,1,1,1,1,1,1004684,1,1,2,2,1,2,1,2,1,1
251,3,1,1,1,1,1,1,2,1,1,1004685,1,1,1,1,1,2,1,2,2,1
252,3,1,1,1,1,1,1,3,1,1,1004691,1,1,1,2,1,2,1,1,2,1
253,3,1,1,1,1,1,1,6,1,1,1004693,1,2,2,2,1,2,1,1,2,1
254,2,1,1,1,1,1,1,4,1,1,1004694,1,2,2,2,1,2,1,2,2,1
255,2,1,1,1,1,1,2,1,1,1,1004695,1,2,2,2,1,2,2,2,2,2
256,3,1,1,1,1,1,1,6,1,1,1005091,1,1,2,2,1,1,1,2,1,1
257,2,1,1,1,1,1,1,3,1,1,1005092,1,1,2,2,1,2,1,2,1,1
258,3,1,1,1,1,1,1,5,1,1,1005094,1,2,2,2,1,1,1,2,1,1
259,3,1,1,1,1,1,2,4,1,1,1005095,1,2,2,2,1,2,1,2,1,1
260,3,1,1,1,1,1,1,4,1,1,1005221,1,1,2,2,1,1,1,2,1,1
261,3,1,1,1,1,1,2,2,1,1,1005222,1,1,2,2,1,2,1,2,2,2
262,3,1,1,1,1,1,2,7,1,1,1005223,1,2,1,1,1,1,1,2,2,1
263,3,1,1,1,1,1,2,5,1,1,1005224,1,1,2,2,1,2,1,2,2,1
264,3,1,1,1,1,1,1,4,1,1,1005225,1,1,1,1,1,2,1,2,2,1
265,3,1,1,1,1,1,2,2,1,1,1005261,1,1,1,2,2,2,1,2,2,2
266,3,1,1,1,1,1,1,3,1,1,1005262,1,2,2,2,1,2,1,2,2,1
267,3,1,1,1,1,1,1,3,1,1,1005263,1,1,2,2,1,1,1,2,1,1
268,3,1,1,1,1,1,1,5,1,1,1005264,1,1,2,2,1,1,1,2,1,1
269,3,1,1,1,1,2,2,2,1,1,1005265,1,2,1,2,1,1,1,2,2,1
270,3,1,1,1,1,1,1,3,1,1,1005381,1,1,2,2,1,2,1,2,2,1
271,3,1,1,1,1,1,2,2,1,1,1005382,1,2,2,2,1,2,1,2,1,1
272,3,1,1,1,1,1,2,2,1,1,1005383,1,1,2,2,2,1,2,2,2,2
273,3,1,1,1,1,1,1,1,1,1,1005384,1,2,2,2,1,2,1,2,1,1
274,3,1,1,1,1,1,1,3,1,1,1005385,1,1,2,2,1,1,1,1,1,1
275,3,1,1,1,1,1,1,3,1,1,1005391,1,1,2,2,1,2,1,2,2,2
276,3,1,1,1,1,1,1,2,1,1,1005392,1,1,2,2,1,2,2,2,2,2
277,2,1,1,1,1,1,1,4,1,1,1005393,1,2,2,2,1,1,1,1,1,1
278,3,1,1,1,1,1,1,3,1,1,1005394,1,2,1,2,1,2,1,2,2,1
279,2,1,1,1,1,1,2,2,1,1,1005395,1,1,2,2,1,2,1,2,2,2
280,2,1,1,1,1,1,1,4,1,1,1005481,1,1,2,2,1,2,1,1,2,1
281,3,1,1,1,1,1,1,7,1,1,1005482,1,2,2,2,1,2,1,2,1,1
282,3,1,1,1,1,1,1,3,1,1,1005483,1,1,1,2,1,1,1,1,1,1
283,3,1,1,1,1,1,1,5,1,1,1005484,1,1,2,2,1,2,1,1,1,1
284,3,1,1,1,1,1,2,2,1,1,1005485,1,1,2,2,1,1,1,1,2,2
285,3,1,1,1,1,1,1,2,1,1,1005511,1,1,1,1,1,2,1,2,2,2
286,2,1,1,1,1,2,1,3,1,1,1005512,1,1,2,2,1,1,1,2,2,1
287,3,1,1,1,1,1,1,6,1,1,1005513,1,1,1,2,1,2,1,2,1,1
288,3,1,1,1,1,1,1,7,1,1,1005514,1,1,2,2,1,2,1,1,2,1
289,3,1,1,1,1,1,1,6,1,1,1005515,1,1,2,2,1,2,1,2,2,1
290,3,1,1,1,1,1,1,2,1,1,1005621,1,1,2,2,1,2,1,2,2,2
291,2,1,1,1,1,1,1,4,1,1,1005622,1,1,2,2,1,1,1,2,2,2
292,3,1,1,1,1,2,2,4,1,1,1005623,1,2,1,2,2,2,1,2,2,2
293,3,1,1,1,1,1,2,2,1,1,1005624,1,1,2,2,1,2,1,2,2,2
294,3,1,1,1,1,1,2,3,1,1,1005625,1,2,2,2,1,2,1,2,2,2
295,3,1,1,1,1,1,1,5,1,1,1005651,1,2,2,2,1,2,1,1,1,1
296,3,1,1,1,1,1,1,3,1,1,1005653,1,1,2,2,1,2,1,2,2,1
297,3,1,1,1,1,1,1,2,1,1,1005654,1,1,2,2,1,2,1,2,1,1
298,3,1,1,1,1,1,2,2,1,1,1005655,1,2,2,2,1,2,1,2,1,1
299,3,1,1,1,2,2,2,5,1,1,1005681,1,1,2,2,2,2,1,2,2,2
300,3,1,1,1,1,1,2,2,1,1,1005682,1,1,2,2,1,2,1,2,2,2
301,3,1,1,1,1,2,2,4,1,1,1005683,1,1,1,2,2,2,1,2,2,1
302,3,1,1,1,1,1,1,3,1,1,1005721,1,2,2,2,1,2,1,2,1,1
303,3,1,1,1,1,1,1,3,1,1,1005722,1,1,2,2,1,2,1,1,1,1
304,3,1,1,1,1,1,1,4,1,1,1005723,1,1,2,2,1,1,1,1,1,1
305,3,1,1,1,1,1,1,3,1,1,1005724,1,2,2,2,1,1,1,1,2,1
306,3,1,1,1,1,1,1,6,1,1,1005821,1,1,2,2,1,1,1,2,1,1
307,3,1,1,1,1,1,1,3,1,1,1005822,1,2,2,2,1,2,1,2,1,1
308,3,1,1,1,1,1,1,4,1,1,1005824,1,2,2,2,1,1,1,2,2,1
309,3,1,1,1,1,1,1,5,1,1,1005825,1,2,2,2,1,2,1,1,2,1
310,3,1,1,1,1,1,1,4,1,1,1005841,1,1,2,2,1,2,1,2,1,1
311,2,1,1,1,1,1,1,5,1,1,1005842,1,1,2,2,1,1,1,2,2,2
312,3,1,1,1,1,1,2,8,1,1,1005844,1,1,2,2,1,1,1,2,2,1
313,3,1,1,1,1,1,1,2,1,1,1005845,1,1,2,2,1,2,1,2,2,2
314,3,1,1,1,1,1,2,1,1,1,1005861,1,1,2,2,2,2,1,2,2,1
315,3,1,1,1,1,1,1,3,1,1,1005862,1,1,2,2,1,2,1,1,2,1
316,3,1,1,1,1,1,1,5,1,1,1005863,1,1,2,2,1,1,1,2,2,2
317,3,1,1,1,1,1,1,5,1,1,1005864,1,2,2,2,1,1,1,2,1,1
318,3,1,1,1,1,1,1,3,1,1,1005865,1,2,2,2,1,2,1,2,2,1
319,3,1,1,1,1,1,1,3,1,1,1005902,1,1,2,2,1,2,1,2,1,1
320,3,1,1,1,1,1,1,3,1,1,1005903,1,1,2,2,1,2,1,1,1,1
321,1,1,1,1,1,1,2,3,1,1,1005904,1,1,2,2,1,2,1,2,2,1
322,3,1,1,1,1,1,1,1,1,1,1005905,1,1,2,2,1,2,2,2,2,2
323,3,1,1,1,1,1,1,4,1,1,1006081,1,2,2,2,1,2,1,2,1,1
324,3,1,1,1,1,1,1,3,1,1,1006082,1,1,2,2,1,2,1,2,1,1
325,3,1,1,1,1,1,1,1,1,1,1006083,1,1,2,2,1,2,1,2,2,1
326,3,1,1,1,1,1,1,2,1,1,1006085,1,1,2,2,1,2,1,2,2,1
327,3,1,1,1,1,1,1,4,1,1,1006221,1,2,2,2,1,1,1,1,1,1
328,3,1,1,1,1,1,1,4,1,1,1006222,1,1,2,2,1,2,1,2,1,1
329,3,1,1,1,1,1,1,1,1,1,1006223,1,2,2,2,1,2,1,2,2,1
330,3,1,1,1,1,1,1,2,1,1,1006224,1,2,1,2,2,2,1,2,2,1
331,3,1,1,1,1,1,2,4,1,1,1006225,1,2,2,2,1,2,1,1,2,1
332,3,1,1,1,1,1,2,4,1,1,1006231,1,2,2,2,1,2,1,2,1,1
333,3,1,1,1,1,1,2,2,1,1,1006232,1,1,1,2,1,2,1,2,2,2
334,3,1,1,1,2,1,2,5,1,1,1006233,1,1,2,1,1,2,1,2,1,2
335,3,1,1,1,1,2,2,4,1,1,1006234,1,1,1,2,2,2,2,2,2,2
336,3,1,1,1,1,1,2,2,1,1,1006252,1,1,1,1,1,2,2,2,2,1
337,3,1,1,1,1,1,2,1,1,1,1006253,1,1,2,2,1,2,1,2,2,2
338,3,1,1,1,1,1,1,5,1,1,1006254,1,2,1,1,1,2,1,2,1,1
339,3,5,1,1,1,2,2,9,1,1,1006255,1,1,1,1,1,2,1,2,2,1
340,3,1,1,1,1,1,2,2,1,1,1006432,1,1,1,1,1,2,1,2,2,1
341,3,1,1,1,1,2,2,1,1,1,1006433,1,1,2,1,1,2,2,2,2,1
342,3,1,1,1,1,1,1,2,1,1,1006434,1,1,1,1,1,2,1,1,1,1
343,3,1,1,1,1,1,2,4,1,1,1006435,1,2,2,2,1,2,1,2,2,1
344,3,1,1,1,1,2,2,1,1,1,1006511,1,2,1,2,1,2,1,2,2,1
345,3,1,1,1,1,1,1,4,1,1,1006512,1,1,1,2,1,1,1,2,1,1
346,3,1,1,1,1,1,1,2,1,1,1006513,1,1,1,2,2,2,1,2,2,1
347,3,1,1,1,1,1,1,4,1,1,1006514,1,2,1,1,1,1,1,2,1,1
348,3,1,1,1,2,2,2,4,1,1,1006515,1,1,2,2,1,2,1,2,2,2
349,3,1,1,1,1,1,1,5,1,1,1006521,1,1,2,1,1,1,1,1,1,1
350,3,1,1,1,1,1,2,3,1,1,1006523,1,2,2,2,1,2,1,2,2,1
351,2,1,1,1,1,1,1,4,1,1,1006524,1,1,1,2,2,2,1,2,2,2
352,3,4,1,1,1,1,2,5,1,1,1006525,1,2,2,2,1,2,1,2,2,2
353,3,1,1,1,1,1,1,2,1,1,1006631,1,1,2,2,1,2,1,2,1,1
354,3,1,1,1,1,1,2,1,1,1,1006632,1,1,2,2,2,2,1,2,1,1
355,3,1,1,1,1,1,1,3,1,1,1006633,1,1,2,2,1,1,1,1,1,2
356,3,1,1,1,1,1,1,2,1,1,1006635,1,2,2,2,1,1,1,1,1,1
357,3,1,1,1,1,1,1,4,1,1,1006681,1,1,2,2,1,2,1,1,1,1
358,3,1,1,1,1,1,1,4,1,1,1006682,1,1,2,2,1,1,1,2,1,1
359,3,1,1,1,1,1,1,2,1,1,1006683,1,2,2,2,1,1,1,2,1,1
360,3,1,1,1,1,1,1,4,1,1,1006684,1,1,2,2,1,1,1,2,1,1
361,3,1,1,1,1,1,1,4,1,1,1006685,1,1,2,2,1,2,1,2,2,1
362,3,1,1,1,1,1,1,2,1,1,1006721,1,1,2,2,1,2,1,2,2,1
363,3,1,1,1,1,1,1,3,1,1,1006722,1,1,1,1,1,2,1,1,1,1
364,3,1,1,1,1,1,1,3,1,1,1006723,1,1,2,2,1,2,1,2,1,1
365,3,1,1,1,1,2,1,1,1,1,1006724,1,1,1,1,2,2,1,2,2,2
366,3,1,1,1,1,1,2,3,1,1,1006725,1,2,2,2,2,2,1,2,1,1
367,2,1,1,1,1,2,2,4,1,1,1006921,1,2,2,2,1,2,1,2,2,2
368,1,1,1,1,1,1,2,5,1,1,1006923,1,1,1,2,1,1,1,2,1,1
369,3,1,1,1,1,1,1,1,1,1,1006924,1,1,2,1,1,2,1,2,1,1
370,3,1,1,1,1,1,1,4,1,1,1006925,1,2,2,2,1,2,1,2,1,2
371,3,1,1,1,1,1,1,3,1,1,1006971,1,1,1,1,2,2,1,2,2,2
372,3,1,1,1,1,1,1,3,1,1,1006972,1,1,1,1,1,1,1,2,2,1
373,3,1,1,1,1,1,2,1,1,1,1006973,1,2,2,2,1,1,1,2,2,2
374,3,1,1,1,1,1,1,2,1,1,1006974,1,1,2,2,1,2,1,2,2,1
375,2,1,1,1,2,1,1,1,1,1,1006975,1,1,1,1,1,1,1,2,2,2
376,3,1,1,1,1,1,1,1,1,1,1007011,1,1,2,2,1,2,2,2,2,2
377,3,1,1,1,1,1,1,5,1,1,1007012,1,2,2,2,1,2,1,1,1,1
378,3,1,1,1,1,1,1,3,1,1,1007013,1,2,2,2,1,2,1,2,1,1
379,3,1,1,1,1,1,2,4,1,1,1007014,1,1,2,2,1,2,1,1,2,1
380,3,1,1,1,1,1,1,2,1,1,1007015,1,1,2,2,1,2,1,2,2,2
381,3,1,1,1,1,1,1,4,1,1,1007042,1,1,2,2,1,1,1,2,2,1
382,3,1,1,1,1,1,1,3,1,1,1007043,1,1,2,2,1,2,1,2,2,1
383,3,1,1,1,2,2,2,5,1,1,1007044,1,1,1,1,1,2,1,1,1,1
384,3,1,1,1,2,2,2,1,1,1,1007045,1,1,2,2,1,2,1,2,2,1
385,2,1,1,1,1,1,2,4,1,1,1007121,1,1,1,2,1,2,1,2,2,2
386,2,1,1,1,1,1,1,5,1,1,1007123,1,2,1,1,1,2,1,2,1,1
387,2,1,1,1,1,2,2,3,1,1,1007124,1,1,2,2,1,2,2,2,2,2
388,3,1,1,1,1,2,1,3,1,1,1007125,1,1,2,2,1,2,1,2,2,2
389,3,1,1,1,1,1,1,2,1,1,1007331,1,2,2,2,1,2,1,2,1,1
390,3,1,1,1,1,1,1,2,1,1,1007332,1,1,2,2,1,2,1,2,1,1
391,3,1,1,1,1,1,2,3,1,1,1007333,1,2,2,2,1,2,1,2,2,1
392,3,1,1,1,1,1,1,4,1,1,1007335,1,1,1,2,1,2,1,2,1,1
393,2,1,1,1,1,2,2,1,1,1,1007391,1,2,2,2,1,2,1,2,2,2
394,3,1,1,1,1,1,2,1,1,1,1007392,1,1,1,2,2,2,1,2,2,2
395,2,1,1,1,1,1,1,6,1,1,1007393,1,2,1,1,2,2,1,2,2,2
396,3,1,1,1,1,1,2,7,1,1,1007394,1,1,2,2,1,2,1,2,1,1
397,3,1,1,1,1,1,1,3,1,1,1007395,1,2,2,2,1,1,1,2,1,1
398,3,1,1,1,1,1,1,3,1,1,1007492,1,2,2,2,1,2,1,2,2,2
399,3,1,1,1,1,1,2,5,1,1,1007493,1,2,2,2,1,2,1,2,2,1
400,3,1,1,1,1,1,2,2,1,1,1007494,1,1,2,2,1,2,1,2,2,2
401,3,1,1,1,1,1,2,1,1,1,1007495,1,2,2,2,1,2,1,2,2,2
402,2,1,1,1,1,1,2,4,1,1,1007501,1,1,1,2,1,2,1,2,2,2
403,3,1,1,1,1,1,1,7,1,1,1007502,1,1,1,1,1,1,1,2,1,1
404,2,1,1,1,1,1,2,5,1,1,1007503,1,2,2,2,2,2,1,2,2,1
405,3,1,1,1,1,1,1,5,2,1,1007504,1,1,2,2,1,2,1,2,2,1
406,3,1,1,1,1,1,1,5,2,1,1007504,2,1,2,2,1,2,1,2,1,1
407,3,1,1,1,1,1,1,4,1,1,1007505,1,2,1,2,1,2,1,2,2,1
408,2,1,1,1,1,1,2,4,1,1,1007681,1,1,2,2,1,2,1,2,2,2
409,3,1,1,1,1,1,2,6,1,1,1007682,1,1,1,1,1,2,1,2,2,1
